Fixed Asset,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Private nonresidential fixed assets,131.6,146.9,164.1,178.1,193.7,212.1,229.8,249.8,267.6,288.4,313.9,340.6,360.9,383.7,408.3,431.4,457.4,484.6,516.7,558.5,607.6,654.4,705.1,763.1,819.9,877.2,944.5,1030.3,1126.3,1219.3,1324.3,1455.5,1625.5,1835.4,2056.1,2318.7,2564.3,2783.3,3059.7,3349.6,3605,3845.4,4105.3,4385.2,4664.9,4900.5,5123.6,5384.9,5677.1,6030.3,6422.1,6861.3,7341.3,7859,8431.7,8889.3,9210.7,9523.4,9887.6,10351.7,10947.7,11628.9,12290,12609.7,12968.2,13454.8,14066.1,14698.7,15435.2,16141.2,16760.8,17391.6,18162.8,18960.8
